0,300,6424858248,2774,4,0,47.09046857,1,11
300,600,6424858248,2774,4,0,49.62322286,1,23
600,900,6424858248,2774,4,0,36.59986286,1,36
900,1200,6424858248,2774,4,0,108.9709714,1,48
1200,1500,6424858248,2774,4,0,106.1098971,1,60
1500,1566,6424858248,2774,4,0,29.39089371,1,74
1566,1800,6424858248,2774,4,0,67.51009646,1,78
1800,2100,6424858248,2774,4,0,85.78532571,1,89
2100,2400,6424858248,2774,4,0,51.4368,1,102
2400,2700,6424858248,2774,4,0,37.50665143,1,115
2700,2780,6424858248,2774,4,0,4.752822857,1,128
2780,2930,6424858248,2774,4,0,20.41837714,1,130
2930,3000,6424858248,2774,4,0,2.9224128,1,131
3000,3077,6424858248,2774,4,0,3.35550336,1,142
3077,3256,6424858248,2774,4,0,34.56193371,1,146
3256,3269,6424858248,2774,4,0,4.573028571,1,153
3269,3300,6424858248,2774,4,0,10.17630446,1,154
3300,3600,6424858248,2774,4,0,122.5258971,1,168
3600,3900,6424858248,2774,4,0,108.78336,1,179
3900,4200,6424858248,2774,4,0,81.29828571,1,191
4200,4500,6424858248,2774,4,0,71.18290286,1,204
4500,4800,6424858248,2774,4,0,54.01645714,1,216
4800,5100,6424858248,2774,4,0,43.85417143,1,228
5100,5255,6424858248,2774,4,0,17.94868114,1,239
5255,5400,6424858248,2774,4,0,18.40025143,1,242
5400,5700,6424858248,2774,4,0,36.39661714,1,253
5700,6000,6424858248,2774,4,0,89.31867429,1,266
6000,6300,6424858248,2774,4,0,89.31867429,1,279
6300,6348,6424858248,2774,4,0,21.95554011,1,291
6348,6600,6424858248,2774,4,0,73.018368,1,294
