600,900,4974634423,299,9,3,52.76571429,1,26
900,1200,4974634423,299,9,3,60.50468571,1,38
1200,1500,4974634423,299,9,3,55.62678857,1,51
1500,1800,4974634423,299,9,3,60.59849143,1,64
1800,2100,4974634423,299,9,3,50.48310857,1,80
2100,2400,4974634423,299,9,3,51.24918857,1,92
2400,2700,4974634423,299,9,3,54.76690286,1,105
2700,3000,4974634423,299,9,3,45.04237714,1,118
3000,3300,4974634423,299,9,3,47.99725714,1,133
3300,3600,4974634423,299,9,3,47.27808,1,158
4200,4500,4974634423,299,9,3,60.30144,1,194
4500,4800,4974634423,299,9,3,52.10907429,1,207
6000,6300,4974634423,299,9,3,59.6448,1,269
