0,269,6295210420,191,9,2,230.3279451,1,6
269,300,6295210420,191,9,2,21.97138286,1,12
300,539,6295210420,191,9,2,150.2110903,1,18
539,600,6295210420,191,9,2,30.85191771,2,24
600,900,6295210420,191,9,2,156.3428571,2,31
900,1200,6295210420,191,9,2,189.9565714,1,43
1200,1500,6295210420,191,9,2,250.7739429,1,55
1500,1800,6295210420,191,9,2,198.5554286,1,69
1800,2100,6295210420,191,9,2,170.2573714,1,84
2100,2400,6295210420,191,9,2,293.4555429,1,97
2400,2700,6295210420,191,9,2,190.8946286,1,110
2700,3000,6295210420,191,9,2,288.6089143,1,123
3000,3300,6295210420,191,9,2,188.2368,1,137
3300,3600,6295210420,191,9,2,222.1632,1,163
3600,3900,6295210420,191,9,2,196.2102857,1,174
3900,4200,6295210420,191,9,2,199.6498286,1,186
4200,4500,6295210420,191,9,2,162.2057143,2,199
4500,4800,6295210420,191,9,2,252.3373714,1,211
4800,5100,6295210420,191,9,2,219.5053714,1,223
5100,5400,6295210420,191,9,2,255.3078857,1,234
5400,5700,6295210420,191,9,2,225.9154286,1,248
5700,6000,6295210420,191,9,2,261.8742857,1,261
6000,6300,6295210420,191,9,2,158.0626286,1,274
6300,6513,6295210420,191,9,2,184.8207086,1,286
6513,6600,6295210420,191,9,2,86.68898743,1,296
