0,300,4974633892,213,9,3,57.34656,1,1
300,600,4974633892,213,9,3,52.20288,1,13
600,900,4974633892,213,9,3,50.18605714,1,25
900,1200,4974633892,213,9,3,65.55456,1,37
1200,1500,4974633892,213,9,3,66.50825143,1,50
1500,1800,4974633892,213,9,3,57.25275429,1,63
1800,2100,4974633892,213,9,3,58.97252571,1,79
2100,2400,4974633892,213,9,3,54.29787429,1,91
2400,2700,4974633892,213,9,3,52.85952,1,104
2700,3000,4974633892,213,9,3,53.71940571,1,117
3000,3300,4974633892,213,9,3,68.22802286,1,132
3300,3600,4974633892,213,9,3,54.97014857,1,157
3600,3900,4974633892,213,9,3,64.78848,1,170
3900,4200,4974633892,213,9,3,57.73741714,1,181
4200,4500,4974633892,213,9,3,53.90701714,1,193
4500,4800,4974633892,213,9,3,57.25275429,1,206
4800,5100,4974633892,213,9,3,45.60521143,1,218
5100,5400,4974633892,213,9,3,43.08809143,1,230
5400,5700,4974633892,213,9,3,45.04237714,1,244
