1150,1200,6424858248,3341,4,0,19.62624,1,49
1200,1500,6424858248,3341,4,0,100.7629714,1,61
1500,1800,6424858248,3341,4,0,146.3838171,1,75
1800,2100,6424858248,3341,4,0,138.55104,1,90
2100,2400,6424858248,3341,4,0,85.97293714,1,103
2400,2700,6424858248,3341,4,0,52.39049143,1,116
2700,3000,6424858248,3341,4,0,52.57810286,1,129
3000,3300,6424858248,3341,4,0,54.29787429,1,143
3300,3600,6424858248,3341,4,0,109.9246629,1,169
3600,3900,6424858248,3341,4,0,108.5957486,1,180
3900,4200,6424858248,3341,4,0,98.48036571,1,192
4200,4500,6424858248,3341,4,0,74.71625143,1,205
4500,4800,6424858248,3341,4,0,57.64361143,1,217
4800,5100,6424858248,3341,4,0,40.32082286,1,229
5100,5242,6424858248,3341,4,0,14.47484709,1,240
5242,5400,6424858248,3341,4,0,10.3172736,1,241
5400,5700,6424858248,3341,4,0,62.59968,1,254
5700,6000,6424858248,3341,4,0,91.13225143,1,267
6000,6195,6424858248,3341,4,0,60.09975771,1,280
6195,6300,6424858248,3341,4,0,30.024864,1,282
6300,6576,6424858248,3341,4,0,93.40672731,1,292
6576,6588,6424858248,3341,4,0,0.129326811,1,297
