0,300,6419322512,4502,0,0,256.8713143,1,7
300,600,6419322512,4502,0,0,255.7769143,1,19
600,900,6419322512,4502,0,0,287.8272,1,32
900,1200,6419322512,4502,0,0,193.3179429,2,44
1200,1500,6419322512,4502,0,0,184.7190857,2,56
1500,1800,6419322512,4502,0,0,181.2795429,2,70
1800,2100,6419322512,4502,0,0,194.8813714,2,85
2100,2400,6419322512,4502,0,0,191.9890286,2,98
2400,2700,6419322512,4502,0,0,192.9270857,2,111
2700,3000,6419322512,4502,0,0,195.4285714,2,124
3000,3300,6419322512,4502,0,0,193.3179429,2,138
3300,3600,6419322512,4502,0,0,194.6468571,2,164
3600,3900,6419322512,4502,0,0,189.8784,2,175
3900,4200,6419322512,4502,0,0,188.0022857,2,187
4200,4500,6419322512,4502,0,0,186.6733714,2,200
4500,4800,6419322512,4502,0,0,271.7238857,1,212
4800,5100,6419322512,4502,0,0,270.3168,1,224
5100,5400,6419322512,4502,0,0,276.7268571,1,235
5400,5700,6419322512,4502,0,0,266.0955429,1,249
5700,6000,6419322512,4502,0,0,284.7003429,1,262
6000,6300,6419322512,4502,0,0,151.8870857,2,275
6300,6600,6419322512,4502,0,0,293.4555429,1,287
