0,300,6238836357,175,9,1,6.441325714,1,4
300,600,6238836357,175,9,1,5.844096,1,16
600,900,6238836357,175,9,1,2.623433143,1,29
900,1200,6238836357,175,9,1,2.567149714,1,41
1200,1500,6238836357,175,9,1,7.585755429,1,53
1500,1800,6238836357,175,9,1,24.04553143,1,67
1800,2100,6238836357,175,9,1,11.49901714,1,82
2100,2400,6238836357,175,9,1,2.395172571,1,95
2400,2700,6238836357,175,9,1,2.271661714,1,108
2700,3000,6238836357,175,9,1,13.001472,1,121
3000,3300,6238836357,175,9,1,32.48804571,1,135
3300,3600,6238836357,175,9,1,3.190957714,1,161
3600,3900,6238836357,175,9,1,7.717083429,1,172
3900,4200,6238836357,175,9,1,7.526345143,1,184
4200,4500,6238836357,175,9,1,7.443483429,1,197
4500,4800,6238836357,175,9,1,18.0576,1,209
4800,5100,6238836357,175,9,1,3.214409143,1,221
5100,5400,6238836357,175,9,1,5.629906286,1,232
5400,5700,6238836357,175,9,1,7.013540571,1,246
5700,6000,6238836357,175,9,1,4.830994286,1,259
6000,6300,6238836357,175,9,1,11.677248,1,272
6300,6600,6238836357,175,9,1,8.193929143,1,284
