0,300,6424858248,2065,4,0,49.04475429,1,10
300,600,6424858248,2065,4,0,51.24918857,1,22
600,900,6424858248,2065,4,0,37.50665143,1,35
900,1200,6424858248,2065,4,0,106.2975086,1,47
1200,1300,6424858248,2065,4,0,33.90555429,1,59
1300,1500,6424858248,2065,4,0,72.27209143,1,62
1500,1800,6424858248,2065,4,0,80.25078857,1,73
1800,2100,6424858248,2065,4,0,48.32557714,1,88
2100,2400,6424858248,2065,4,0,41.99369143,1,101
2400,2700,6424858248,2065,4,0,52.85952,1,114
2700,3000,6424858248,2065,4,0,43.27570286,1,127
3000,3070,6424858248,2065,4,0,9.22944,1,141
3070,3091,6424858248,2065,4,0,4.8624192,1,145
3091,3110,6424858248,2065,4,0,4.327049143,1,148
3110,3256,6424858248,2065,4,0,27.95431131,1,149
3256,3300,6424858248,2065,4,0,19.2293376,1,152
3300,3600,6424858248,2065,4,0,109.3618286,1,167
3600,3900,6424858248,2065,4,0,108.4081371,1,178
3900,4200,6424858248,2065,4,0,82.54902857,1,190
4200,4500,6424858248,2065,4,0,73.57494857,1,203
4500,4800,6424858248,2065,4,0,58.69110857,1,215
4800,5100,6424858248,2065,4,0,51.53060571,1,227
5100,5293,6424858248,2065,4,0,25.38653623,1,238
5293,5400,6424858248,2065,4,0,13.37737234,1,243
5400,5700,6424858248,2065,4,0,60.78610286,1,252
5700,6000,6424858248,2065,4,0,88.08356571,1,265
6000,6056,6424858248,2065,4,0,17.028864,1,278
6056,6300,6424858248,2065,4,0,73.65041006,1,281
6300,6600,6424858248,2065,4,0,98.48036571,1,290
